address line1,city,state province,postal code,latitude,longitude,known use,owner,owner type,bbl,area acres
        BERGEN AVENUE,,NY,11234,40.6246484349,-73.9070035691,,New York City Department of Citywide Administrative Services,public,3083740028,0.446395775942021500
        EASTERN PARKWAY,,NY,0,40.6681161037,-73.9249781863,,New York City Department of Citywide Administrative Services,public,3013990013,0.002823691460060100
        EAST 94 STREET,,NY,11236,40.6540264973,-73.9161789284,,New York City Department of Citywide Administrative Services,public,3047150026,0.000573921028467500
        WORTMAN AVENUE,,NY,11208,40.6650475504,-73.8581784374,,New York City Department of Citywide Administrative Services,public,3045570005,0.208907254362170000
        CLARKSON AVENUE,,NY,11212,40.6609191352,-73.9206423799,,New York City Department of Citywide Administrative Services,public,3046320043,0.000137741046832200
        EAST 91 STREET,,NY,11236,40.6386668635,-73.9024882777,,New York City Department of Citywide Administrative Services,public,3082180026,0.431175390267063400
        ROYCE STREET,,NY,11234,40.6244842231,-73.9062648827,,New York City Department of Citywide Administrative Services,public,3083740111,0.128558310376720000
        5 STREET,,NY,11231,40.6766013054,-73.9958030393,,New York City Department of Citywide Administrative Services,public,3004710001,4.216322314057058100
        2 AVENUE,,NY,11232,40.6615060311,-74.0043024884,,New York City Department of Citywide Administrative Services,public,3006620200,0.440771349863040000
        EAST NEW YORK AVENUE,,NY,0,40.6680072643,-73.9215994515,,New York City Department of Citywide Administrative Services,public,3014770070,0.032529843893537900
1814 BERGEN STREET,,NY,11233,40.6740500805,-73.9206348403,,New York City Department of Citywide Administrative Services,public,3014510012,2.156404958681507100
        EASTERN PARKWAY,,NY,11233,40.6723637818,-73.9125249885,,New York City Department of Citywide Administrative Services,public,3014600062,0.000344352617080500
        GUNTHER PLACE,,NY,11233,40.6768156240353,-73.9115724356395,,New York City Department of Citywide Administrative Services,public,3015670007,0.001836547291096000
        EAST NEW YORK AVENUE,,NY,11212,40.6718783747,-73.91226677,,New York City Department of Citywide Administrative Services,public,3014650044,0.039233241506038300
        EAST NEW YORK AVENUE,,NY,0,40.6718945826,-73.9121803918,,New York City Department of Citywide Administrative Services,public,3014650043,0.034848484848546600
2128 FULTON STREET,,NY,11233,40.678075,-73.911994,,New York City Department of Citywide Administrative Services,public,3015510041,0.057392102846750000
        SCHENECTADY AVENUE,,NY,11203,40.6453058511,-73.9321173409,,New York City Department of Citywide Administrative Services,public,3047580054,0.232300275482505300
        KIMBALL STREET,,NY,11234,40.6195860975519,-73.9366638829696,,New York City Department of Citywide Administrative Services,public,3078590115,0.260697887971077200
        FLATLANDS AVENUE,,NY,0,40.6553925206,-73.8780489221,,New York City Department of Citywide Administrative Services,public,3044440001,2.134986225899100000
2530 ATLANTIC AVENUE,,NY,11207,40.6752919403,-73.900967445,community garden,New York City Department of Citywide Administrative Services,public,3036820028,0.045454545454626000
465 LIVONIA AVENUE,,NY,11207,40.6640733914,-73.9002271532,,New York City Department of Housing Preservation and Development,public,3037990049,0.045913682277400000
485 LIVONIA AVENUE,,NY,11207,40.664224,-73.89922,,New York City Department of Housing Preservation and Development,public,3038000001,0.459136822774000000
        HERZL STREET,,NY,11212,40.6642244314,-73.9139132889,community garden,New York City Department of Parks and Recreation,public,3035560012,0.056244260789815000
201 MOTHER GASTON BLVD,,NY,11233,40.6744744165,-73.9080886798,,New York City Department of Housing Preservation and Development,public,3014500010,0.767102846649660500
474 WILLIAMS AVENUE,,NY,11207,40.664327,-73.898096,,New York City Department of Housing Preservation and Development,public,3038010049,0.114784205693500000
166 RIVERDALE AVENUE,,NY,11212,40.6605164046,-73.910540827,,New York City Department of Housing Preservation and Development,public,3036000034,0.034435261708050000
        LINWOOD STREET,,NY,11208,40.6708220741318,-73.882052082137,,New York City Department of Housing Preservation and Development,public,3040500025,0.041322314049660000
        VERMONT STREET,,NY,11207,40.6627949859456,-73.8918487352882,,New York City Department of Housing Preservation and Development,public,3038410032,0.064462809917469600
867 GLENMORE AVENUE,,NY,11208,40.6760412085,-73.8780447296,,New York City Department of Housing Preservation and Development,public,3039920045,0.038223140495935500
199 COLUMBIA STREET,,NY,11231,40.685225,-74.002298,,New York City Department of Housing Preservation and Development,public,3003300004,0.045798898071706500
        BRISTOL STREET,,NY,11212,40.6603709566,-73.9105734609,,New York City Department of Housing Preservation and Development,public,3036000035,0.057392102846750000
1118 BLAKE AVENUE,,NY,11208,40.6703057711,-73.8765483895,,New York City Department of Housing Preservation and Development,public,3040720025,0.041322314049660000
1662 BERGEN STREET,,NY,11213,40.6746804895,-73.9276099281,,New York City Department of Housing Preservation and Development,public,3013560006,0.042837465564814200
        CHAUNCEY STREET,,NY,11233,40.6810345933,-73.9273975911,,New York City Department of Housing Preservation and Development,public,3016870173,0.012511478420591500
1559 PROSPECT PLACE,,NY,11233,40.6731908932,-73.9246085768,,New York City Department of Housing Preservation and Development,public,3013630092,0.073324150597007800
1717 LINCOLN PLACE,,NY,11233,40.6692592138,-73.9188705884,,New York City Department of Housing Preservation and Development,public,3014740065,0.042148760330653200
        PARK PLACE,,NY,11233,40.6716378142,-73.9135612528,,New York City Department of Housing Preservation and Development,public,3014650065,0.035284664830181900
        CHAUNCEY STREET,,NY,11233,40.6808097669,-73.9279205512,,New York City Department of Housing Preservation and Development,public,3016870080,0.057392102846750000
281 MOTHER GASTON BLVD,,NY,11212,40.6724096434,-73.9072155194,,New York City Department of Housing Preservation and Development,public,3036920012,0.057392102846750000
490 ALABAMA AVENUE,,NY,11207,40.663951,-73.897052,,New York City Department of Housing Preservation and Development,public,3038190130,0.143732782369400700
583 BELMONT AVENUE,,NY,11207,40.6719861936,-73.887875607,,New York City Department of Housing Preservation and Development,public,3040120032,0.114784205693500000
        CHAUNCEY STREET,,NY,11233,40.681031756,-73.9275173105,,New York City Department of Housing Preservation and Development,public,3016870175,0.012832874196533300
        AMBOY STREET,,NY,11212,40.6618050956,-73.9123448976,,New York City Department of Housing Preservation and Development,public,3035860026,0.229958677686357900
758 ROCKAWAY AVENUE,,NY,11212,40.6613056164,-73.9089033883,,New York City Department of Housing Preservation and Development,public,3035890048,0.524563820019295000
522 ROCKAWAY AVENUE,,NY,11212,40.6673233844,-73.910445185,community garden,New York City Department of Parks and Recreation,public,3035210074,0.057392102846750000
99 GERRY STREET,,NY,11206,40.7021332185,-73.9468788653,,New York City Department of Housing Preservation and Development,public,3022660036,0.057392102846750000
659 LINWOOD STREET,,NY,11208,40.6691165861,-73.8810998299,,New York City Department of Housing Preservation and Development,public,3040670012,0.054086317722777200
        EASTERN PARKWAY,,NY,11233,40.6717092785,-73.9136945424,,New York City Department of Housing Preservation and Development,public,3014650009,0.098484848485023000
1589 EAST NEW YORK AVENUE,,NY,11212,40.673146832407,-73.909208066937,,New York City Department of Housing Preservation and Development,public,3014550061,0.018755739210317900
156 NEWPORT STREET,,NY,11212,40.6590470794,-73.9094326916,,New York City Department of Housing Preservation and Development,public,3036130033,0.045913682277400000
535 LINWOOD STREET,,NY,11208,40.6723580349,-73.8819251757,,New York City Department of Housing Preservation and Development,public,3040350113,0.123966942148980000
        RIVERDALE AVENUE,,NY,11212,40.6611028701,-73.9093686265,,New York City Department of Housing Preservation and Development,public,3035890010,
671 LINWOOD STREET,,NY,11208,40.6688475237,-73.8810282142,,New York City Department of Housing Preservation and Development,public,3040670008,0.058471074380268900
464 WILLIAMS AVENUE,,NY,11207,40.6644558055021,-73.8981107205529,,New York City Department of Housing Preservation and Development,public,3038010047,0.114784205693500000
2334 TILDEN AVENUE,,NY,11226,40.6464476638,-73.954317701,,New York City Department of Housing Preservation and Development,public,3051350016,0.059986225895423100
        MONROE STREET,,NY,11221,40.6878411021,-73.9266977973,community garden,New York City Department of Parks and Recreation,public,3016430001,0.573921028467500000
232 NORWOOD AVENUE,,NY,11208,40.6804476432,-73.879056999,,New York City Department of Housing Preservation and Development,public,3039600045,0.040220385675002400
207 COLUMBIA STREET,,,11231,40.68486358791728,-74.00247548501538,community garden,New York City Department of Parks and Recreation,public,,0.035684113865995280
2150 ATLANTIC AVENUE,,NY,11233,40.6762943942,-73.915498405,,New York City Department of Housing Preservation and Development,public,3014330019,0.038269054178212900
402 HOWARD AVENUE,,NY,11233,40.6740165607,-73.9197949039,,New York City Department of Housing Preservation and Development,public,3014510042,0.062741046832067100
753 HOPKINSON AVENUE,,NY,11212,40.661856473,-73.9113356004,,New York City Department of Housing Preservation and Development,public,3035870027,0.057782369146107900
1297 EAST NEW YORK AVENUE,,NY,11212,40.6687546233,-73.9195092454,,New York City Department of Housing Preservation and Development,public,3014760034,0.098140495867942500
1970 FULTON STREET,,NY,11233,40.67869044,-73.91985616,,New York City Department of Housing Preservation and Development,public,3015480029,0.045913682277400000
483 SHEFFIELD AVENUE,,NY,11207,40.6650649517486,-73.8948440535696,,New York City Department of Housing Preservation and Development,public,3038050006,1.172589531682518600
581 JEROME STREET,,NY,11207,40.6668174903,-73.8848095199,,New York City Department of Housing Preservation and Development,public,3040780011,0.045913682277400000
        BLAKE AVENUE,,NY,11208,40.6703275783,-73.8764077599,,New York City Department of Housing Preservation and Development,public,3040720027,0.041322314049660000
335 RALPH AVENUE,,NY,11233,40.6774761465,-73.9214888091,,New York City Department of Housing Preservation and Development,public,3015560003,0.070247933884422000
        FULTON STREET,,NY,11213,40.6794258417991,-73.9362756208336,,New York City Department of Housing Preservation and Development,public,3016990035,0.045913682277400000
299 MOTHER GASTON BLVD,,NY,11212,40.6720280384,-73.9071151119,,New York City Department of Housing Preservation and Development,public,3036920006,0.040932047750302100
437 GLENMORE AVENUE,,NY,11207,40.6736307855,-73.8941672227,,New York City Department of Housing Preservation and Development,public,3037060001,0.043273645546449500
53 BARTLETT STREET,,NY,11206,40.7013919649,-73.9465188031,,New York City Department of Housing Preservation and Development,public,3022690041,0.057392102846750000
        BLAKE AVENUE,,NY,11208,40.672516826,-73.861064349,,New York City Department of Housing Preservation and Development,public,3042910027,0.094490358126889200
        VERNON AVENUE,,,11206,40.69507612600118,-73.94724917774272,community garden,New York City Department of Housing Preservation and Development,public,,0.188606290174806203
